1,1
2,1
3,1
4,1
5,2
6,2
7,4
8,4
9,6
10,6
11,8
12,10
13,14
14,18
15,24
16,29
17,36
18,44
19,58
20,72
21,91
22,112
23,142
24,178
25,215
26,275
27,373
28,403
29,554
30,548
31,733
32,1028
33,945
34,1322
35,1169
36,1569
37,2247
38,1803
39,2566
40,3462
41,2771
42,4093
43,2890
44,4258
45,6123
46,4237
47,6350
48,4705
49,6157
50,9321
51,5705
52,8819
53,10936
54,7961
55,12525
56,6900
57,11092
58,17407
59,9366
60,15274
61,8473
62,12797
63,20935
64,10325
65,17337
66,22187
67,13835
68,23387
69,10667
70,18531
71,31365
72,14084
73,24629
74,10405
75,18649
76,32715
77,13701
78,24697
79,28244
80,18054
81,32582
82,12931
83,23826
84,38048
85,17006
86,31327
87,11843
88,22248
89,41084
90,15482
91,29239
92,21775
93,20184
94,38122
95,13577
96,26364
97,44186
98,17828
99,34490
100,11795
101,23306
102,45202
103,15546
104,30658
105,10160
106,20424
107,40233
108,13371
109,26773
110,36896
111,17652
112,35235
113,11417
114,23098
115,44631
116,15015
117,30470
118,9730
119,19944
120,40242
121,12921
122,26299
123,31274
124,17068
125,34759
126,10981
127,22638
128,42723
129,14722
130,30002
131,9567
132,19578
133,39773
134,12872
135,26156
136,8523
137,17268
138,34912
139,11406
140,23108
141,38102
142,15364
143,30964
144,10166
145,20404
146,41079
147,13611
148,27275
149,9208
150,18269
151,36461
152,12202
153,24372
154,28536
155,16262
156,32579
157,10870
158,21736
159,41969
160,14473
161,28970
162,9523
163,19161
164,38507
165,12565
166,25414
167,11162
168,16645
169,33645
170,10914
171,22047
172,42766
173,14378
174,29356
175,9232
176,19001
177,38835
178,12192
179,25070
180,7669
181,16049
182,33208
183,10108
184,21210
185,30685
186,13351
187,27922
188,8353
189,17625
190,36126
191,10975
192,23291
193,6760
194,14560
195,30790
196,8956
197,19303
198,8381
199,11952
200,25548
201,7294
202,15819
203,33067
204,9602
205,20791
206,5725
207,12687
208,27515
209,7645
210,16857
211,4439
212,10039
213,22171
214,5891
215,13289
216,25877
217,7742
218,17512
219,4435
220,10283
221,22863
222,5878
223,13628
224,3299
225,7796
226,18008
227,4388
228,10356
229,5446
230,5809
231,13718
232,3277
233,7829
234,18086
235,4448
236,10568
237,2434
238,5932
239,14102
240,3274
241,7961
242,1774
243,4441
244,10679
245,2443
246,6033
247,13606
248,3319
249,8109
250,1850
251,4549
252,10977
253,2463
254,6116
255,1348
256,3400
257,8395
258,1867
259,4646
260,4325
261,2539
262,6324
263,1380
264,3499
265,8505
266,1962
267,4829
268,1052
269,2692
270,6631
271,1462
272,3678
273,791
274,2011
275,4981
276,1052
277,2686
278,6535
279,1474
280,3711
281,804
282,2033
283,5054
284,1090
285,2796
286,564
287,1476
288,3781
289,756
290,2005
291,3282
292,1059
293,2755
294,549
295,1433
296,3704
297,742
298,1988
299,387
300,1066
301,2776
302,561
303,1498
304,368
305,794
306,2080
307,418
308,1098
309,2846
310,626
311,1597
312,333
313,870
314,2170
315,421
316,1138
317,231
318,601
319,1593
320,306
321,834
322,1632
323,407
324,1135
325,206
326,597
327,1583
328,302
329,818
330,149
331,438
332,1161
333,212
334,603
335,195
336,295
337,820
338,147
339,420
340,1121
341,217
342,607
343,103
344,308
345,836
346,141
347,424
348,73
349,209
350,598
351,106
352,302
353,773
354,146
355,424
356,66
357,205
358,600
359,108
360,303
361,51
362,158
363,451
364,67
365,225
366,124
367,88
368,310
369,47
370,138
371,398
372,66
373,201
374,33
375,95
376,282
377,40
378,139
379,22
380,71
381,204
382,39
383,110
384,281
385,52
386,163
387,22
388,83
389,229
390,31
391,108
392,10
393,40
394,144
395,11
396,49
397,88
398,22
399,103
400,8
401,44
402,146
403,18
404,65
405,6
406,33
407,98
408,13
409,43
410,4
411,19
412,63
413,7
414,22
415,79
416,7
417,31
418,4
419,16
420,62
421,12
422,38
423,5
424,17
425,53
426,7
427,21
428,34
429,5
430,25
431,3
432,14
433,42
434,6
435,21
436,4
437,12
438,30
439,3
440,13
441,2
442,9
443,25
444,4
445,10
446,32
447,5
448,15
449,3
450,7
451,19
452,2
453,10
454,0
455,6
456,17
457,1
458,6
459,17
460,1
461,8
462,0
463,2
464,10
465,2
466,5
467,2
468,4
469,9
470,2
471,4
472,2
473,1
474,7
475,1
476,4
477,15
478,0
479,3
480,0
481,0
482,2
483,0
484,1
485,0
486,0
487,0
488,0
489,0
490,2
491,0
492,1
493,0
494,1
495,3
496,0
497,0
498,0
499,0
500,1
501,0
502,0
503,1
504,0
505,0
506,0
507,0
508,0
509,0
510,0
511,0
512,0
513,0
514,0
515,0
516,0
517,0
518,0
519,0
520,0
521,0
522,0
523,0
524,0
525,0
526,0
527,0
528,0
529,0
530,0
531,0
532,0
533,0
534,0
